ID	POS	ANN
C:211	  chr11 62621376 62621441 -; 	 refGene.bed NR_003098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000539975 +;
C:212	  chr11 62622092 62622167 -; 	 refGene.bed NR_003098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000539975 +;
C:213	  chr11 62622486 62622555 -; 	 refGene.bed NR_003098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000539975 +;
C:214	  chr11 62622763 62622838 -; 	 refGene.bed NR_003098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000537869 +;
C:215	  chr11 62623036 62623103 -; 	 refGene.bed NR_003098 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000538654 +;
C:216	  chr11 64658671 64658696 -; 	 refGene.bed NR_029578 +;  ensGene.bed ENST00000384915 +;  miRNA.bed Name=hsa-miR-192-5p +;
C:217	  chr11 72326108 72326168 -; 	 refGene.bed NM_001243784 +;  ensGene.bed ENST00000542969 +;  miRNA.bed Name=hsa-miR-139-3p +;
C:218	  chr11 75046149 75046171 -; 	 refGene.bed NM_020251 +;  ensGene.bed ENST00000533255 +;  miRNA.bed Name=hsa-miR-326 +;
C:219	  chr11 79113073 79113143 -; 	 refGene.bed NM_001098816 +;  ensGene.bed ENST00000278550 +;  miRNA.bed Name=hsa-miR-708-3p +;  LINE - -44 -17;
C:220	  chr11 93464671 93464738 -; 	 refGene.bed NR_003036 +;  pirna2.bed 1 -;  ensGene.bed ENST00000527169 +;  wgRNA.bed CDBox +;
C:221	  chr11 93466396 93466465 -; 	 refGene.bed NR_003033 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000527169 +;
C:222	  chr5 149112391 149112453 +; 	 refGene.bed NM_001172698 +;  ensGene.bed ENST00000309241 +;  miRNA.bed Name=hsa-miR-378a-3p +;  rmsk.bed SINE +;
C:223	  chr21 17962571 17962636 +; 	 refGene.bed NR_027791 +;  ensGene.bed ENST00000602620 +;  miRNA.bed Name=hsa-miR-125b-2-3p +;
C:224	  chr11 121970456 121970558 -; 	 refGene.bed NR_024430 +;  ensGene.bed ENST00000534297 +;  miRNA.bed Name=hsa-miR-125b-1-3p +;
C:225	  chr11 122017230 122017317 -; 	 refGene.bed NR_024430 +;  ensGene.bed ENST00000362105 +;  miRNA.bed Name=hsa-let-7a-2-3p +;
C:226	  chrX 53584155 53584229 -; 	 refGene.bed NM_031407 +;  ensGene.bed ENST00000262854 +;  miRNA.bed Name=hsa-let-7f-2-3p +;
C:227	  chr22 46509565 46509598 +; 	 refGene.bed NR_027033 +;  ensGene.bed ENST00000360737 +;  miRNA.bed Name=hsa-let-7b-5p +;
C:228	  chr21 17912152 17912225 +; 	 refGene.bed NR_027791 +;  pirna2.bed 1 -;  ensGene.bed ENST00000602620 +;  miRNA.bed Name=hsa-let-7c-3p +;
C:229	  chr3 52302345 52302375 -; 	 refGene.bed NM_025222 +;  ensGene.bed ENST00000463624 +;  miRNA.bed Name=hsa-let-7g-5p +;
C:230	  chr12 62997469 62997495 +; 	 refGene.bed NR_029661 +;  ensGene.bed ENST00000362309 +;  miRNA.bed Name=hsa-let-7i-5p +;
C:231	  chr19 52196044 52196113 +; 	 refGene.bed NR_029482 +;  ensGene.bed ENST00000362102 +;  miRNA.bed Name=hsa-let-7e-3p +;
C:232	  chrX 53583257 53583282 -; 	 refGene.bed NM_031407 +;  ensGene.bed ENST00000262854 +;  miRNA.bed Name=hsa-miR-98-5p +;
C:233	  chr9 96941121 96941146 +; 	 refGene.bed NR_046163 -;  ensGene.bed ENST00000416309 -;  miRNA.bed Name=hsa-let-7d-5p +;
C:234	  chr22 46508626 46508704 +; 	 refGene.bed NR_027033 +;  ensGene.bed ENST00000360737 +;  miRNA.bed Name=hsa-let-7a-3p +;
C:235	  chr9 96938629 96938662 +; 	 refGene.bed NR_029483 +;  pirna2.bed 1 -;  ensGene.bed ENST00000602703 +;  miRNA.bed Name=hsa-let-7f-5p +;
C:236	  chr11 122022947 122023004 -; 	 refGene.bed NR_024430 +;  ensGene.bed ENST00000385259 +;  miRNA.bed Name=hsa-miR-100-3p +;
C:237	  chr11 122930041 122930131 -; 	 refGene.bed NM_153201 +;  ensGene.bed ENST00000524552 +;  rmsk.bed snRNA +;
C:238	  chr11 122929615 122929703 -; 	 refGene.bed NM_153201 +;  ensGene.bed ENST00000526686 +;  rmsk.bed snRNA +;
C:239	  chr11 122928783 122928869 -; 	 refGene.bed NM_153201 +;  ensGene.bed ENST00000526686 +;  rmsk.bed snRNA +;
C:240	  chr12 6619387 6619427 +; 	 refGene.bed NM_014865 +;  wgRNA.bed scaRna +;  ensGene.bed ENST00000539084 +;
C:241	  chr12 6619677 6619717 +; 	 refGene.bed NM_014865 +;  wgRNA.bed scaRna +;  ensGene.bed ENST00000539084 +;
C:242	  chr12 7052988 7053024 +; 	 ensGene.bed ENST00000537087 +;  rmsk.bed snRNA +;
C:243	  chr7 25989539 25989601 -; 	 refGene.bed NR_029597 +;  ensGene.bed ENST00000362215 +;  miRNA.bed Name=hsa-miR-148a-3p +;
C:244	  chr12 54731022 54731086 +; 	 refGene.bed NR_073424 +;  ensGene.bed ENST00000548753 +;  miRNA.bed Name=hsa-miR-148b-3p +;
C:245	  chr12 95702218 95702279 +; 	 refGene.bed NR_029895 +;  ensGene.bed ENST00000362302 +;  miRNA.bed Name=hsa-miR-331-3p +;
C:246	  chr12 97957611 97957672 +; 	 refGene.bed NR_029678 +;  ensGene.bed ENST00000538559 +;  miRNA.bed Name=hsa-miR-135a-5p +;
C:247	  chr6 26331668 26331743 -; 	 rmsk.bed tRNA +;  tRNA.bed chr6.tRNA168-TrpCCA +;
C:248	  chr17 19411493 19411568 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000584348 +;  rmsk.bed tRNA +;  tRNA.bed chr17.tRNA12-TrpCCA +;
C:249	  chr12 98898029 98898103 +; 	 rmsk.bed tRNA +;  tRNA.bed chr12.tRNA6-TrpCCA +;
C:250	  chr12 6690638 6690682 -; 	 refGene.bed NM_001273 +;  wgRNA.bed scaRna +;  ensGene.bed ENST00000544484 +;
C:251	  chrUn 1631519 1631672 +;
C:252	  chr12 57038810 57038884 -; 	 refGene.bed NM_001686 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000547808 +;
C:253	  chr12 57037466 57037534 -; 	 refGene.bed NM_001686 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000547808 +;
C:254	  chr12 58218402 58218482 -; 	 refGene.bed NM_005730 +;  ensGene.bed ENST00000551594 +;  miRNA.bed Name=hsa-miR-26a-2-3p +;
C:255	  chr2 219267378 219267437 +; 	 refGene.bed NM_001206878 +;  ensGene.bed ENST00000464255 +;  miRNA.bed Name=hsa-miR-26b-3p +;
C:256	  chr3 38010898 38010964 +; 	 refGene.bed NM_001008392 +;  ensGene.bed ENST00000447745 +;  miRNA.bed Name=hsa-miR-26a-1-3p +;
C:257	  chr12 120729562 120729706 -; 	 ensGene.bed ENST00000365668 +;  rmsk.bed snRNA +;
C:258	  chr12 120730896 120730947 -; 	 ensGene.bed ENST00000363925 +;  rmsk.bed snRNA +;
C:259	  chrM 12137 12376 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000361567 +;
C:260	  chr12 130800148 130800176 -;
C:261	  chr13 27829201 27829272 +; 	 refGene.bed NR_002574 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000384769 +;
C:262	  chr13 92002870 92002931 +; 	 refGene.bed NR_029487 +;  ensGene.bed ENST00000385012 +;  miRNA.bed Name=hsa-miR-17-3p +;
C:263	  chr13 92003009 92003073 +; 	 refGene.bed NR_027349 +;  pirna2.bed 1 -;  ensGene.bed ENST00000362310 +;  miRNA.bed Name=hsa-miR-18a-3p +;
C:264	  chr13 92003138 92003215 +; 	 refGene.bed NR_027349 +;  ensGene.bed ENST00000384878 +;  miRNA.bed Name=hsa-miR-19a-3p +;
C:265	  chr13 92003325 92003384 +; 	 refGene.bed NR_029492 +;  ensGene.bed ENST00000362279 +;  miRNA.bed Name=hsa-miR-20a-3p +;
C:266	  chr13 92003460 92003521 +; 	 refGene.bed NR_029490 +;  ensGene.bed ENST00000384829 +;  miRNA.bed Name=hsa-miR-19b-3p +;
C:267	  chr13 45492058 45492134 -; 	 rmsk.bed tRNA +;  tRNA.bed chr13.tRNA3-GluTTC +;
C:268	  chr2 131094697 131094773 -; 	 rmsk.bed tRNA +;  tRNA.bed chr2.tRNA20-GluTTC +;
C:269	  chr3 160122540 160122605 +; 	 refGene.bed NM_001002800 +;  ensGene.bed ENST00000483754 -;  miRNA.bed Name=hsa-miR-16-2-3p +;
C:270	  chr17 6920944 6921006 -; 	 refGene.bed NR_029712 +;  ensGene.bed ENST00000572547 +;  miRNA.bed Name=hsa-miR-195-3p +;
C:271	  chr13 50623300 50623324 -; 	 refGene.bed NR_002612 +;  ensGene.bed ENST00000443587 +;  miRNA.bed Name=hsa-miR-15a-5p +;
C:272	  chr3 160122394 160122454 +; 	 refGene.bed NM_001002800 +;  ensGene.bed ENST00000483754 -;  miRNA.bed Name=hsa-miR-15b-3p +;
C:273	  chr14 21078290 21078359 +; 	 rmsk.bed tRNA +;  chr14.tRNA1-LeuAAG + 1 -12;
C:274	  chr16 22207009 22207113 -; 	 rmsk.bed tRNA +;  chr16.tRNA27-LeuTAG + 1 -21;
C:275	  chr14 21081946 21082024 -; 	 rmsk.bed tRNA +;  tRNA.bed chr14.tRNA21-ThrTGT +;
C:276	  chr14 21099315 21099391 -; 	 pirna2.bed 1 -;  rmsk.bed tRNA +;  tRNA.bed chr14.tRNA20-ThrTGT +;
C:277	  chr3 45730487 45730568 -; 	 pirna2.bed 1 -;  ensGene.bed ENST00000464524 -;  rmsk.bed tRNA +;  tRNA.bed chr3.tRNA11-ArgACG +;
C:278	  chr14 23398909 23398984 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000548322 +;  rmsk.bed tRNA +;  tRNA.bed chr14.tRNA7-ArgACG +;
C:279	  chr14 45580088 45580165 +; 	 refGene.bed NM_017922 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554785 +;
C:280	  chr14 65937830 65937890 -; 	 refGene.bed NM_178155 -;  ensGene.bed ENST00000358307 -;  miRNA.bed Name=hsa-miR-625-3p -;  LINE + -638 163;
C:281	  chr17 19091358 19091545 +; 	 wgRNA.bed CDBox +;  ensGene.bed ENST00000584923 +;  rmsk.bed snRNA +;
C:282	  chr14 100576009 100576076 +; 	 refGene.bed NM_016337 +;  ensGene.bed ENST00000554045 +;  miRNA.bed Name=hsa-miR-342-3p +;  rmsk.bed SINE -;
C:283	  chr14 100774212 100774235 +; 	 refGene.bed NR_029906 +;  ensGene.bed ENST00000362114 +;  miRNA.bed Name=hsa-miR-345-5p +;  rmsk.bed SINE -;
C:284	  chr14 101318745 101318807 +; 	 refGene.bed NR_002766 +;  ensGene.bed ENST00000522618 +;  miRNA.bed Name=hsa-miR-770-5p +;
C:285	  chr14 101340851 101340911 +; 	 refGene.bed NR_029889 +;  ensGene.bed ENST00000362281 +;  miRNA.bed Name=hsa-miR-337-3p +;
C:286	  chr14 101347362 101347428 +; 	 refGene.bed NM_001134888 -;  ensGene.bed ENST00000385266 +;  miRNA.bed Name=hsa-miR-431-3p +;
C:287	  chr14 101348285 101348309 +; 	 refGene.bed NM_001134888 -;  ensGene.bed ENST00000384837 +;  miRNA.bed Name=hsa-miR-433-3p +;
C:288	  chr14 101349335 101349397 +; 	 refGene.bed NR_029696 +;  ensGene.bed ENST00000384876 +;  miRNA.bed Name=hsa-miR-127-3p +;
C:289	  chr14 101350832 101350857 +; 	 refGene.bed NR_030173 +;  ensGene.bed ENST00000606207 +;  miRNA.bed Name=hsa-miR-432-5p +;
C:290	  chr14 101351049 101351111 +; 	 refGene.bed NR_029699 +;  ensGene.bed ENST00000385207 +;  miRNA.bed Name=hsa-miR-136-3p +;
C:291	  chr14 101364258 101364330 +; 	 refGene.bed NR_024149 +;  pirna2.bed 1 -;  ensGene.bed ENST00000553465 +;  LINE + 50 -11;  wgRNA.bed CDBox +;
C:292	  chr14 101377487 101377546 +; 	 ensGene.bed ENST00000556475 +;  miRNA.bed Name=hsa-miR-370-5p +;  rmsk.bed SINE -;
C:293	  chr14 101396257 101396323 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000556475 +;  LINE + 36 -2;  wgRNA.bed CDBox +;
C:294	  chr14 101402829 101402900 +; 	 refGene.bed NR_003232 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000364802 +;
C:295	  chr14 101404525 101404599 +; 	 refGene.bed NR_003233 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000607261 +;
C:296	  chr14 101405894 101405965 +; 	 refGene.bed NR_003234 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363345 +;
C:297	  chr14 101407464 101407537 +; 	 refGene.bed NR_003235 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363762 +;
C:298	  chr14 101409788 101409858 +; 	 pirna2.bed 1 -;  ensGene.bed ENST00000363497 +;  LINE + 45 -1;  wgRNA.bed CDBox +;
C:299	  chr14 101411987 101412055 +; 	 refGene.bed NR_003237 +;  pirna2.bed 1 -;  ensGene.bed ENST00000365080 +;  wgRNA.bed CDBox +;
C:300	  chr14 101416170 101416239 +; 	 refGene.bed NR_003193 +;  pirna2.bed 1 -;  ensGene.bed ENST00000434716 +;  wgRNA.bed CDBox +;
C:301	  chr14 101419686 101419758 +; 	 refGene.bed NR_003195 +;  pirna2.bed 1 -;  ensGene.bed ENST00000434716 +;  wgRNA.bed CDBox +;
C:302	  chr14 101441144 101441214 +; 	 refGene.bed NR_003210 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:303	  chr14 101435286 101435357 +; 	 refGene.bed NR_003205 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:304	  chr14 101449264 101449332 +; 	 refGene.bed NR_003215 +;  pirna2.bed 1 -;  ensGene.bed ENST00000554693 +;  wgRNA.bed CDBox +;
C:305	  chr14 101432367 101432435 +; 	 refGene.bed NR_003201 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000442197 +;
C:306	  chr14 101452395 101452463 +; 	 refGene.bed NR_003218 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:307	  chr14 101447342 101447410 +; 	 refGene.bed NR_003213 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:308	  chr14 101453384 101453452 +; 	 refGene.bed NR_003219 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363543 +;
C:309	  chr14 101438441 101438512 +; 	 refGene.bed NR_003207 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:310	  chr14 101450214 101450282 +; 	 refGene.bed NR_003216 +;  pirna2.bed 1 -;  ensGene.bed ENST00000554693 +;  wgRNA.bed CDBox +;
C:311	  chr14 101455468 101455536 +; 	 refGene.bed NR_003221 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363610 +;
C:312	  chr14 101448313 101448381 +; 	 refGene.bed NR_003214 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554693 +;
C:313	  chr14 101489675 101489733 +; 	 refGene.bed NR_030389 +;  ensGene.bed ENST00000362239 +;  miRNA.bed Name=hsa-miR-411-3p +;
C:314	  chr14 101488407 101488467 +; 	 refGene.bed NR_029871 +;  ensGene.bed ENST00000362218 +;  miRNA.bed Name=hsa-miR-379-3p +;
C:315	  chr14 101490135 101490191 +; 	 refGene.bed NR_029841 +;  ensGene.bed ENST00000385016 +;  miRNA.bed Name=hsa-miR-299-3p +;
C:316	  chr14 101492083 101492140 +; 	 refGene.bed NR_029890 +;  ensGene.bed ENST00000362199 +;  miRNA.bed Name=hsa-miR-323a-3p +;
C:317	  chr14 101492371 101492431 +; 	 refGene.bed NR_030406 +;  ensGene.bed ENST00000390227 +;  miRNA.bed Name=hsa-miR-758-5p +;
C:318	  chr14 101493449 101493510 +; 	 refGene.bed NR_029968 +;  ensGene.bed ENST00000385029 +;  miRNA.bed Name=hsa-miR-329-5p +;
C:319	  chr14 101500104 101500164 +; 	 refGene.bed NR_030175 +;  ensGene.bed ENST00000385010 +;  miRNA.bed Name=hsa-miR-495-5p +;
C:320	  chr14 101506569 101506628 +; 	 refGene.bed NR_030390 +;  ensGene.bed ENST00000385199 +;  miRNA.bed Name=hsa-miR-654-3p +;
C:321	  chr14 101507122 101507183 +; 	 refGene.bed NR_029868 +;  ensGene.bed ENST00000584362 +;  miRNA.bed Name=hsa-miR-376a-3p +;
C:322	  chr14 101509327 101509387 +; 	 refGene.bed NR_031575 +;  ensGene.bed ENST00000408598 +;  miRNA.bed Name=hsa-miR-1185-1-3p +;
C:323	  chr14 101512263 101512327 +; 	 refGene.bed NR_104192 +;  ensGene.bed ENST00000553692 +;  miRNA.bed Name=hsa-miR-381-5p +;
C:324	  chr14 101512804 101512866 +; 	 refGene.bed NR_104192 +;  ensGene.bed ENST00000553692 +;  miRNA.bed Name=hsa-miR-487b-5p +;
C:325	  chr14 101513665 101513731 +; 	 refGene.bed NR_104192 +;  ensGene.bed ENST00000553692 +;  miRNA.bed Name=hsa-miR-539-3p +;
C:326	  chr14 101514247 101514308 +; 	 refGene.bed NR_104192 +;  ensGene.bed ENST00000553692 +;  miRNA.bed Name=hsa-miR-889-5p +;
C:327	  chr14 101518794 101518853 +; 	 refGene.bed NR_030162 +;  ensGene.bed ENST00000384827 +;  miRNA.bed Name=hsa-miR-487a-5p +;
C:328	  chr14 101520652 101520711 +; 	 refGene.bed NR_029874 +;  ensGene.bed ENST00000385009 -;  miRNA.bed Name=hsa-miR-382-3p +;
C:329	  chr14 101521030 101521091 +; 	 refGene.bed NR_029698 +;  ensGene.bed ENST00000385258 +;  miRNA.bed Name=hsa-miR-134-3p +;
C:330	  chr14 101521634 101521661 +; 	 refGene.bed NR_030408 +;  miRNA.bed Name=hsa-miR-668-3p +;
C:331	  chr14 101521763 101521823 +; 	 refGene.bed NR_030160 +;  ensGene.bed ENST00000385292 +;  miRNA.bed Name=hsa-miR-485-3p +;
C:332	  chr14 101528392 101528452 +; 	 refGene.bed NR_029869 +;  ensGene.bed ENST00000362145 +;  miRNA.bed Name=hsa-miR-377-3p +;
C:333	  chr14 101531650 101531706 +; 	 refGene.bed NR_029975 +;  ensGene.bed ENST00000362237 +;  miRNA.bed Name=hsa-mir-409 +;
C:334	  chr14 101531942 101531999 +; 	 refGene.bed NR_029862 +;  ensGene.bed ENST00000362155 +;  miRNA.bed Name=hsa-miR-369-3p +;
C:335	  chr14 101532295 101532320 +; 	 refGene.bed NR_030156 +;  ensGene.bed ENST00000362222 +;  miRNA.bed Name=hsa-miR-410-3p +;
C:336	  chr14 20794610 20794682 -; 	 refGene.bed NM_021178 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000555348 +;
C:337	  chr14 20811227 20811306 -; 	 refGene.bed NR_002312 +;  ensGene.bed ENST00000516869 +;
C:338	  chr14 20811370 20811400 -; 	 refGene.bed NR_002312 +;  ensGene.bed ENST00000516869 +;
C:339	  chr14 20811476 20811572 -; 	 refGene.bed NR_002312 +;  ensGene.bed ENST00000516869 +;
C:340	  chr14 21865450 21865561 -; 	 refGene.bed NM_020920 +;  pirna2.bed 1 -;  ensGene.bed ENST00000555962 +;  wgRNA.bed CDBox +;
C:341	  chr5 148808506 148808568 +; 	 refGene.bed NR_027180 +;  ensGene.bed ENST00000385300 +;  miRNA.bed Name=hsa-miR-143-3p +;
C:342	  chr14 102552336 102552389 -; 	 refGene.bed NM_001017963 +;  ensGene.bed ENST00000557234 +;
C:343	  chr15 25227140 25227213 +; 	 refGene.bed NR_022011 +;  pirna2.bed 1 -;  ensGene.bed ENST00000551361 +;  wgRNA.bed CDBox +;
C:344	  chr15 25230247 25230310 +; 	 refGene.bed NR_022008 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000551361 +;
C:345	  chr15 25523490 25523556 +; 	 refGene.bed NR_001289 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554726 +;
C:346	  chr15 25315579 25315673 +; 	 refGene.bed NR_003323 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:347	  chr15 25328735 25328826 +; 	 refGene.bed NR_001290 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:348	  chr15 25310173 25310268 +; 	 refGene.bed NR_003317 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:349	  chr15 25307480 25307574 +; 	 refGene.bed NR_003320 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:350	  chr15 25339184 25339275 +; 	 refGene.bed NR_003338 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:351	  chr15 25336933 25337024 +; 	 refGene.bed NR_003337 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:352	  chr15 25296624 25296718 +; 	 refGene.bed NR_003316 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000547292 +;
C:353	  chr15 25332809 25332900 +; 	 refGene.bed NR_003334 +;  pirna2.bed 1 -;  ensGene.bed ENST00000549804 +;  wgRNA.bed CDBox +;
C:354	  chr15 25326434 25326525 +; 	 refGene.bed NR_003330 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:355	  chr15 25344646 25344741 +; 	 refGene.bed NR_003340 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:356	  chr15 25351668 25351750 +; 	 refGene.bed NR_003360 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:357	  chr15 25346722 25346813 +; 	 refGene.bed NR_003341 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:358	  chr15 25342810 25342901 +; 	 refGene.bed NR_003339 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549804 +;
C:359	  chr15 25423885 25424004 +; 	 refGene.bed NR_003301 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363633 +;
C:360	  chr15 25474113 25474196 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:361	  chr15 25446469 25446551 +; 	 refGene.bed NR_003309 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000424208 +;
C:362	  chr15 25475985 25476067 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:363	  chr15 25420073 25420155 +; 	 refGene.bed NR_003295 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000363100 +;
C:364	  chr15 25492491 25492577 +; 	 refGene.bed NR_003357 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000364273 +;
C:365	  chr15 25432682 25432767 +; 	 refGene.bed NR_003302 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000424208 +;
C:366	  chr15 25417782 25417879 +; 	 refGene.bed NR_003294 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000549301 +;
C:367	  chr15 25472256 25472337 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:368	  chr15 25484985 25485070 +; 	 refGene.bed NR_003353 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:369	  chr15 25470350 25470435 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:370	  chr15 25442722 25442807 +; 	 wgRNA.bed CDBox +;  ensGene.bed ENST00000424208 +;
C:371	  chr15 25465642 25465712 +; 	 refGene.bed NR_003307 +;  ensGene.bed ENST00000424208 +;
C:372	  chr15 25444595 25444680 +; 	 refGene.bed NR_003308 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000424208 +;
C:373	  chr15 25490625 25490707 +; 	 refGene.bed NR_003356 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:374	  chr15 25477534 25477619 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:375	  chr15 25488760 25488846 +; 	 refGene.bed NR_003355 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000453082 +;
C:376	  chr15 25456943 25457024 +; 	 refGene.bed NR_003307 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000424208 +;
C:377	  chr15 25514930 25515005 +; 	 refGene.bed NR_003362 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000554726 +;
C:378	  chr15 63116169 63116227 +; 	 refGene.bed NM_015059 +;  ensGene.bed ENST00000561311 +;  miRNA.bed Name=hsa-miR-190a-3p +;
C:379	  chr15 79502181 79502205 +; 	 refGene.bed NR_038997 -;  ensGene.bed ENST00000559225 -;  miRNA.bed Name=hsa-miR-184 +;
C:380	  chr15 83424759 83424822 +; 	 refGene.bed NM_001007122 -;  wgRNA.bed scaRna +;  ensGene.bed ENST00000334574 -;
C:381	  chr9 86584684 86584768 -; 	 refGene.bed NM_031262 +;  ensGene.bed ENST00000360384 +;  miRNA.bed Name=hsa-miR-7-1-3p +;
C:382	  chr6 28849164 28849240 +; 	 rmsk.bed tRNA +;  tRNA.bed chr6.tRNA73-ArgCCG +;
C:383	  chr7 139025445 139025521 +; 	 refGene.bed NM_001244585 +;  pirna2.bed 1 -;  ensGene.bed ENST00000541170 +;  rmsk.bed tRNA +;  tRNA.bed chr7.tRNA3-ArgCCT +;
C:384	  chr17 66016009 66016085 -; 	 rmsk.bed tRNA +;  tRNA.bed chr17.tRNA23-ArgCCG +;
C:385	  chr15 89878303 89878396 +; 	 ensGene.bed ENST00000569473 +;  rmsk.bed tRNA +;  tRNA.bed chr15.tRNA4-ArgTCG +;
C:386	  chr17 73030522 73030598 -; 	 ensGene.bed ENST00000581589 -;  rmsk.bed tRNA +;  tRNA.bed chr17.tRNA21-ArgCCT +;
C:387	  chr6 28510888 28510963 -; 	 rmsk.bed tRNA +;  tRNA.bed chr6.tRNA124-ArgTCG +;
C:388	  chr17 73031207 73031283 +; 	 ensGene.bed ENST00000581589 +;  rmsk.bed tRNA +;  tRNA.bed chr17.tRNA19-ArgTCG +;
C:389	  chr16 3202900 3202975 +; 	 rmsk.bed tRNA +;  tRNA.bed chr16.tRNA2-ArgCCT +;
C:390	  chr15 55665144 55665211 -; 	 refGene.bed NR_037923 +;  ensGene.bed ENST00000565113 +;  miRNA.bed Name=hsa-miR-628-3p +;
C:391	  chr15 66793589 66793655 -; 	 refGene.bed NM_000968 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000568588 +;
C:392	  chr15 66794359 66794429 -; 	 refGene.bed NM_000968 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000568588 +;
C:393	  chr15 66795147 66795249 -; 	 refGene.bed NM_000968 +;  pirna2.bed 1 -;  ensGene.bed ENST00000568588 +;  wgRNA.bed CDBox +;
C:394	  chr15 66795582 66795651 -; 	 refGene.bed NM_000968 +;  wgRNA.bed CDBox +;  ensGene.bed ENST00000568588 +;
C:395	  chr17 29877092 29877166 +; 	 rmsk.bed tRNA +;  tRNA.bed chr17.tRNA14-ThrCGT +;
C:396	  chr16 14379749 14379823 +; 	 rmsk.bed tRNA +;  tRNA.bed chr16.tRNA15-ThrCGT +;
C:397	  chr16 14397836 14397897 +; 	 refGene.bed NR_030177 +;  ensGene.bed ENST00000571639 +;  miRNA.bed Name=hsa-miR-193b-3p +;
C:398	  chr16 14403196 14403219 +; 	 refGene.bed NR_029854 +;  ensGene.bed ENST00000571639 +;  miRNA.bed Name=hsa-miR-365a-3p +;
